Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep
1314,OTU1314,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,EU805065.1.1518
344,OTU344,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,GQ349357.1.1386
1302,OTU1302,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,EU800869.1.1427
479,OTU479,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FJ745176.1.1372
720,OTU720,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,GU940989.1.1358
204,OTU204,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802684.1.1366
91,OTU91,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF574990.1.1439
81,OTU81,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803052.1.1425
111,OTU111,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JX945354.1.1385
89,OTU89,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU802874.1.1450
163,OTU163,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU804864.1.1440
181,OTU181,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802905.1.1437
173,OTU173,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802700.1.1447
26,OTU26,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AACY020562322.3851.5364
110,OTU110,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU237319.1.1311
189,OTU189,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803160.1.1450
36,OTU36,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EF572710.1.1498
362,OTU362,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,FQ032825.6410.7925
158,OTU158,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802391.1.1436
166,OTU166,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU802460.1.1406
187,OTU187,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802840.1.1440
330,OTU330,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663890.1.1225
332,OTU332,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803123.1.1448
198,OTU198,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EF574440.1.1446
239,OTU239,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802915.1.1434
382,OTU382,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EF574651.1.1468
274,OTU274,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803176.1.1376
328,OTU328,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,EU010164.1.1471
128,OTU128,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AACY020207233.1273.2814
315,OTU315,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664136.1.1218
641,OTU641,Bacteria,Chloroflexi,SAR202 clade,,,,AY534099.1.1476
74,OTU74,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AB193978.1.1441
171,OTU171,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,DQ156348.18592.20063
465,OTU465,Archaea,Thaumarchaeota,Marine Group I,,,,U71109.1.1350
124,OTU124,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU686618.3359.4826
1295,OTU1295,Bacteria,Chloroflexi,SAR202 clade,,,,JN166305.1.1465
1140,OTU1140,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,JN166233.1.1526
46,OTU46,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EU804641.1.1462
2044,OTU2044,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,JN166309.1.1461
316,OTU316,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,GU061453.1.1514
1108,OTU1108,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,DQ374241.1.1077
321,OTU321,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,DQ156480.1.1271
644,OTU644,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,HQ529817.1.915
1511,OTU1511,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,OM182 clade,,JN166254.1.1500
295,OTU295,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,DQ009458.1.2068
450,OTU450,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664189.1.1285
782,OTU782,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,HQ529849.1.917
1892,OTU1892,Bacteria,Chloroflexi,JG30-KF-CM66,,,,DQ300613.1.1323
1565,OTU1565,Bacteria,Chloroflexi,SAR202 clade,,,,AY534096.1.1494
2295,OTU2295,Bacteria,Chloroflexi,SAR202 clade,,,,JN233131.1.1427
2139,OTU2139,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,KC253366.1.1449
176,OTU176,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU686616.36653.38121
602,OTU602,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,AY907754.1.1353
1910,OTU1910,Bacteria,Chloroflexi,SAR202 clade,,,,JN166337.1.1461
694,OTU694,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY726846.1.1215
1387,OTU1387,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,GU305788.1.1476
1772,OTU1772,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,uncultured,AY856363.1.1409
1376,OTU1376,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337281.1.1459
313,OTU313,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,EF573463.1.1480
216,OTU216,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,JQ062856.1.1462
674,OTU674,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664178.1.1215
215,OTU215,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU802603.1.1489
623,OTU623,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AY907769.1.1521
267,OTU267,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,GU145420.1.1491
581,OTU581,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,OM75 clade,EF572785.1.1464
141,OTU141,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,U65908.1.1509
104,OTU104,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802543.1.1499
69,OTU69,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802707.1.1478
191,OTU191,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,GU061415.1.1485
145,OTU145,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU800402.1.1485
96,OTU96,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU119298.1.1407
160,OTU160,Bacteria,Cyanobacteria,Chloroplast,,,,EF574484.1.1444
99,OTU99,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF571973.1.1459
269,OTU269,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663999.1.1259
318,OTU318,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU061586.1.1437
284,OTU284,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,DQ156396.1.1264
113,OTU113,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU805254.1.1438
183,OTU183,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802833.1.1487
392,OTU392,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU941055.1.1253
703,OTU703,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,EU237332.1.1322
771,OTU771,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU119438.1.1393
214,OTU214,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802437.1.1387
699,OTU699,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JQ347444.1.1436
261,OTU261,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,AACY020371335.89.1595
598,OTU598,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663936.1.1224
876,OTU876,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,FJ999604.1.1348
153,OTU153,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EF574119.1.1500
490,OTU490,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GQ377778.1.1232
364,OTU364,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EF574859.1.1503
569,OTU569,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663935.1.1244
340,OTU340,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EF573115.1.1498
112,OTU112,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802893.1.1441
895,OTU895,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664059.1.1278
210,OTU210,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,,AACY020075636.150.1670
185,OTU185,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020555882.2572.4023
646,OTU646,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EF572962.1.1462
120,OTU120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,EU237468.1.1312
874,OTU874,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,GQ377828.1.1263
369,OTU369,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802637.1.1438
314,OTU314,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,GQ349960.1.1356
279,OTU279,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AACY020564058.27.1569
464,OTU464,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,KC001780.1.1314
57,OTU57,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY664104.1.1218
879,OTU879,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,DQ156481.1.1248
376,OTU376,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,EU686604.16726.18273
800,OTU800,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,DQ156443.1.1290
1249,OTU1249,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,AEUE01000008.155488.156954
1341,OTU1341,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU791574.1.914
702,OTU702,Bacteria,Chloroflexi,SAR202 clade,,,,HQ674232.1.1463
531,OTU531,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AACY023939069.20.1514
1068,OTU1068,Archaea,Thaumarchaeota,Marine Group I,,,,JF268338.1.1346
343,OTU343,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU061789.1.1436
303,OTU303,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AY726885.1.1230
196,OTU196,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672720.1.1447
90,OTU90,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,GQ337263.1.1438
618,OTU618,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY726833.1.1216
684,OTU684,Bacteria,Proteobacteria,AEGEAN-245,,,,AACY020430088.197.1720
903,OTU903,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,HQ672383.1.1501
2724,OTU2724,Archaea,Thaumarchaeota,Marine Group I,,,,HQ529887.1.906
106,OTU106,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY726930.1.1212
885,OTU885,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,HM798599.1.1491
1206,OTU1206,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,JN233132.1.1477
1308,OTU1308,Archaea,Thaumarchaeota,Marine Group I,,,,HQ267240.1.915
660,OTU660,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,AACY020403290.735.2190
488,OTU488,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JQ678385.1.1530
1104,OTU1104,Archaea,Thaumarchaeota,Marine Group I,,,,JX870189.1.913
724,OTU724,Bacteria,Chloroflexi,SAR202 clade,,,,AY534097.1.1494
298,OTU298,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AJXC01007386.664.1844
1122,OTU1122,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,GQ377812.1.1253
613,OTU613,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ674511.1.1435
311,OTU311,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ673514.1.1438
663,OTU663,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,JQ678403.1.1505
2518,OTU2518,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,GQ377804.1.1273
283,OTU283,Bacteria,Cyanobacteria,Chloroplast,,,,JN166197.1.1454
370,OTU370,Bacteria,Cyanobacteria,Chloroplast,,,,AY663945.1.1231
62,OTU62,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803081.1.1252
605,OTU605,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EF571965.1.1491
788,OTU788,Bacteria,Cyanobacteria,Chloroplast,,,,CR954199.69730.71299
118,OTU118,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU940748.1.1341
123,OTU123,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802984.1.1440
241,OTU241,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802368.1.1440
1002,OTU1002,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU802445.1.1460
1151,OTU1151,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU803136.1.1458
386,OTU386,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EF574040.1.1487
232,OTU232,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EF572586.1.1452
102,OTU102,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234735.1.1317
227,OTU227,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU802894.1.1450
242,OTU242,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AACY020545456.443.1983
538,OTU538,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU804188.1.1426
591,OTU591,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,GU061861.1.1423
833,OTU833,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,FJ744785.1.1295
135,OTU135,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674365.1.1523
48,OTU48,Bacteria,Planctomycetes,Planctomycetacia,Brocadiales,Brocadiaceae,Candidatus Scalindua,EU795287.4965.6516
167,OTU167,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AB193918.1.1524
132,OTU132,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GU145455.1.1523
410,OTU410,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673270.1.1522
129,OTU129,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,AY033322.1.1446
521,OTU521,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,HQ673566.1.1504
615,OTU615,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,FJ615178.1.1439
877,OTU877,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,AY726847.1.1222
246,OTU246,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672443.1.1436
900,OTU900,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EU795186.1137.2679
592,OTU592,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673064.1.1522
1027,OTU1027,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AB610896.1.1479
225,OTU225,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AY907781.1.1504
627,OTU627,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,JN874316.1.1443
971,OTU971,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,HQ671844.1.1443
860,OTU860,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664005.1.1223
647,OTU647,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,FJ999613.1.1344
288,OTU288,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EF572101.1.1517
1423,OTU1423,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Deep Sea Hydrothermal Vent Gp 6(DHVEG-6),,AACY020254990.1.1246
570,OTU570,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JQ062702.1.1447
388,OTU388,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,FukuN18 freshwater group,,HQ673751.1.1453
603,OTU603,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,AY726929.1.1212
374,OTU374,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ672799.1.1447
952,OTU952,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,DQ009478.1.1823
1045,OTU1045,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,AY726933.1.1255
1147,OTU1147,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,JX879028.1.1406
213,OTU213,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672889.1.1533
676,OTU676,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,AACY020288370.770.2267
959,OTU959,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AJ133625.1.1270
1150,OTU1150,Bacteria,Cyanobacteria,Chloroplast,,,,EU259787.1.1453
843,OTU843,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,GU061506.1.1478
418,OTU418,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EF572151.1.1467
437,OTU437,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673078.1.1511
304,OTU304,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EF573369.1.1458
557,OTU557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU805199.1.1426
1324,OTU1324,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826247.1.1220
147,OTU147,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF572384.1.1486
426,OTU426,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802768.1.1494
354,OTU354,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802374.1.1489
162,OTU162,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU940897.1.1343
539,OTU539,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,EU237459.1.1302
1508,OTU1508,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,DQ396091.1.1479
847,OTU847,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AACY020553861.2031.3562
338,OTU338,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EF572745.1.1469
256,OTU256,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802400.1.1495
161,OTU161,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802942.1.1496
297,OTU297,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802612.1.1434
105,OTU105,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,AACY020555729.127.1634
107,OTU107,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EF573001.1.1489
101,OTU101,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU803067.1.1257
255,OTU255,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EU802718.1.1501
528,OTU528,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AF406530.1.1447
1088,OTU1088,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ396017.1.1548
336,OTU336,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EU802565.1.1482
1269,OTU1269,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,,EU799557.1.1286
445,OTU445,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,HQ672748.1.1471
462,OTU462,Bacteria,Cyanobacteria,Chloroplast,,,,HQ242617.1.1454
1135,OTU1135,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,HQ671780.1.1479
412,OTU412,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU802319.1.1452
459,OTU459,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802366.1.1420
501,OTU501,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,HQ672724.1.1498
559,OTU559,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,AACY020276549.377.1886
180,OTU180,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802980.1.1373
391,OTU391,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EF573375.1.1449
545,OTU545,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,AF382130.1.1484
675,OTU675,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,AY700630.1.1436
589,OTU589,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EF572059.1.1446
507,OTU507,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,EU795175.18550.20063
711,OTU711,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS2b marine group,KC002071.1.1361
226,OTU226,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,AACY020555764.489.1966
300,OTU300,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EF573689.1.1488
1383,OTU1383,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AM990657.1.1462
151,OTU151,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY726843.1.1232
3000,OTU3000,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GQ274096.1.1523
66,OTU66,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY726967.1.1236
143,OTU143,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JN563820.1.1535
257,OTU257,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GU451676.1.1235
352,OTU352,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY726942.1.1230
2372,OTU2372,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,CP001103.480922.482242
