Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep,SILVA138_updated_classification,Name,Ecologically_relevant_classification,Ecologically_relevant_classification_aggregated,Ecologically_relevant_classification_aggregated_notes
793,OTU793,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673642.1.1465,,f_Surface 1,SAR11 clade I,SAR11 clade,
1128,OTU1128,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684554.1.1426,,f_Surface 1,SAR11 clade I,SAR11 clade,
357,OTU357,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802696.1.1439,,f_Surface 1,SAR11 clade I,SAR11 clade,
640,OTU640,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ671887.1.1246,,f_Surface 1,SAR11 clade I,SAR11 clade,
396,OTU396,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR683618.1.1414,,f_Surface 1,SAR11 clade I,SAR11 clade,
436,OTU436,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ242546.1.1435,,f_Surface 1,SAR11 clade I,SAR11 clade,
433,OTU433,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684960.1.1420,,f_Surface 1,SAR11 clade I,SAR11 clade,
537,OTU537,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU799308.1.1374,,f_Surface 1,SAR11 clade I,SAR11 clade,
764,OTU764,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800224.1.1388,,f_Surface 1,SAR11 clade I,SAR11 clade,
509,OTU509,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684247.1.1444,,f_Surface 1,SAR11 clade I,SAR11 clade,
1183,OTU1183,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR685247.1.1424,,f_Surface 1,SAR11 clade I,SAR11 clade,
498,OTU498,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR685627.1.1379,,f_Surface 1,SAR11 clade I,SAR11 clade,
24,OTU24,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800764.1.1362,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
22,OTU22,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU801991.1.1263,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
16,OTU16,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,GQ348500.1.1314,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
95,OTU95,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800927.1.1359,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
83,OTU83,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,L10934.1.1298,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
144,OTU144,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,FJ744817.1.1308,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
758,OTU758,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800540.1.1371,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
365,OTU365,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800190.1.1369,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
430,OTU430,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,HQ672662.1.1448,,g_Candidatus Pelagibacter,SAR11 clade I,SAR11 clade,
443,OTU443,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU803168.1.1439,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;,f_Surface 2,SAR11 clade I,SAR11 clade,
152,OTU152,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,JX017005.1.1403,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;,f_Surface 2,SAR11 clade I,SAR11 clade,
230,OTU230,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802794.1.1441,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;,o_SAR11 clade,SAR11 clade I,SAR11 clade,
460,OTU460,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AB193916.1.1438,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,f_Surface 1,SAR11 clade Ia,SAR11 clade,
276,OTU276,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800581.1.1375,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,f_Surface 1,SAR11 clade Ia,SAR11 clade,
148,OTU148,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FJ744908.1.1331,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,f_Surface 1,SAR11 clade Ia,SAR11 clade,
64,OTU64,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GQ349089.1.1337,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,f_Surface 1,SAR11 clade Ia,SAR11 clade,
199,OTU199,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,GQ349786.1.1320,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,g_Candidatus Pelagibacter,SAR11 clade Ia,SAR11 clade,
205,OTU205,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU061948.1.1441,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,f_Surface 1,SAR11 clade Ia,SAR11 clade,
165,OTU165,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234848.1.1327,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,f_Surface 1,SAR11 clade Ia,SAR11 clade,
45,OTU45,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ163443.1.1344,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,f_Surface 1,SAR11 clade Ia,SAR11 clade,
431,OTU431,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,HQ672813.1.1446,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;,g_Candidatus Pelagibacter,SAR11 clade Ia,SAR11 clade,
272,OTU272,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,DQ009253.1.1978,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
301,OTU301,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF572097.1.1449,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
511,OTU511,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF572756.1.1449,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
241,OTU241,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802368.1.1440,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
404,OTU404,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU805172.1.1447,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
113,OTU113,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU805254.1.1438,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
343,OTU343,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU061789.1.1436,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
182,OTU182,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU940747.1.1343,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
471,OTU471,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672328.1.1435,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
196,OTU196,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672720.1.1447,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
882,OTU882,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673968.1.1448,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
21,OTU21,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,KC001820.1.1315,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;,f_Surface 1,SAR11 clade Ib,SAR11 clade,
660,OTU660,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,AACY020403290.735.2190,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
848,OTU848,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ652519.1.1341,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
916,OTU916,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672388.1.1436,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
723,OTU723,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672469.1.1437,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
942,OTU942,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672669.1.1446,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
844,OTU844,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672841.1.1434,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
797,OTU797,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673710.1.1445,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
331,OTU331,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673941.1.1251,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
626,OTU626,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673984.1.1259,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
941,OTU941,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ674207.1.1447,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
829,OTU829,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ674255.1.1433,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
613,OTU613,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ674511.1.1435,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
1147,OTU1147,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,JX879028.1.1406,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Deep 1,SAR11 clade II,SAR11 clade,
156,OTU156,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802532.1.1252,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
112,OTU112,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802893.1.1441,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
337,OTU337,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802968.1.1439,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
101,OTU101,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU803067.1.1257,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
52,OTU52,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU941067.1.1343,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
469,OTU469,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ242379.1.1434,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
131,OTU131,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ242620.1.1275,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
246,OTU246,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672443.1.1436,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
645,OTU645,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672584.1.1445,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
972,OTU972,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672614.1.1428,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
1055,OTU1055,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673652.1.1436,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
1041,OTU1041,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ674234.1.1446,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 1,SAR11 clade II,SAR11 clade,
172,OTU172,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,AM747314.1.1270,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 2,SAR11 clade II,SAR11 clade,
400,OTU400,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802459.1.1439,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 2,SAR11 clade II,SAR11 clade,
146,OTU146,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802844.1.1359,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 2,SAR11 clade II,SAR11 clade,
291,OTU291,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,JN233157.1.1397,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 2,SAR11 clade II,SAR11 clade,
363,OTU363,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,JX016471.1.1438,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 2,SAR11 clade II,SAR11 clade,
114,OTU114,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,GU235302.1.1328,,f_Surface 2,SAR11 clade II,SAR11 clade,
419,OTU419,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU799106.1.1438,,f_Surface 2,SAR11 clade II,SAR11 clade,
297,OTU297,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802612.1.1434,,f_Surface 2,SAR11 clade II,SAR11 clade,
501,OTU501,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,HQ672724.1.1498,,f_Surface 2,SAR11 clade II,SAR11 clade,
366,OTU366,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,GU940994.1.1354,,f_Surface 2,SAR11 clade II,SAR11 clade,
377,OTU377,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802911.1.1434,,f_Surface 2,SAR11 clade II,SAR11 clade,
201,OTU201,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 3,,DQ009161.1.1974,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,f_Surface 3,SAR11 clade II,SAR11 clade,
129,OTU129,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,AY033322.1.1446,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
391,OTU391,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EF573375.1.1449,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
1322,OTU1322,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU544837.1.1428,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
369,OTU369,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802637.1.1438,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
243,OTU243,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU805212.1.1439,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
1016,OTU1016,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ673396.1.1435,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
960,OTU960,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ674116.1.1437,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
917,OTU917,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ674120.1.1448,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
464,OTU464,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,KC001780.1.1314,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
861,OTU861,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,U75254.1.1466,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;,o_SAR11 clade,SAR11 clade II,SAR11 clade,
1707,OTU1707,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU799850.1.1450,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;,o_SAR11 clade,SAR11 clade III,SAR11 clade,
406,OTU406,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,AACY020551516.3485.4953,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade IV;,f_Surface 4,SAR11 clade IV,SAR11 clade,
150,OTU150,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,EF571926.1.1454,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade IV;,f_Surface 4,SAR11 clade IV,SAR11 clade,
224,OTU224,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,HQ673137.1.1450,,f_Surface 4,SAR11 clade IV,SAR11 clade,
134,OTU134,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,DQ009277.1.1996,,f_Surface 4,SAR11 clade IV,SAR11 clade,
245,OTU245,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,EF572648.1.1451,,f_Surface 4,SAR11 clade IV,SAR11 clade,
841,OTU841,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,FR685392.1.1449,,f_Surface 4,SAR11 clade IV,SAR11 clade,
984,OTU984,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 4,,GQ350009.1.1324,,f_Surface 4,SAR11 clade IV,SAR11 clade,
1892,OTU1892,Bacteria,Chloroflexi,JG30-KF-CM66,,,,DQ300613.1.1323,Bacteria;Chloroflexi;JG30-KF-CM66;,c_JG30-KF-CM66,Chloroflexi,SAR202 clade,Likely SAR202
1921,OTU1921,Bacteria,Chloroflexi,JG30-KF-CM66,,,,GQ346947.1.1325,Bacteria;Chloroflexi;JG30-KF-CM66;,c_JG30-KF-CM66,Chloroflexi,SAR202 clade,Likely SAR202
159,OTU159,Bacteria,Chloroflexi,SAR202 clade,,,,AACY020068177.376.1853,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1565,OTU1565,Bacteria,Chloroflexi,SAR202 clade,,,,AY534096.1.1494,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
724,OTU724,Bacteria,Chloroflexi,SAR202 clade,,,,AY534097.1.1494,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
641,OTU641,Bacteria,Chloroflexi,SAR202 clade,,,,AY534099.1.1476,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1287,OTU1287,Bacteria,Chloroflexi,SAR202 clade,,,,AY534100.1.1466,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
985,OTU985,Bacteria,Chloroflexi,SAR202 clade,,,,AY704387.1.1461,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1681,OTU1681,Bacteria,Chloroflexi,SAR202 clade,,,,AY869680.1.1463,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
130,OTU130,Bacteria,Chloroflexi,SAR202 clade,,,,AY907820.1.1458,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
2544,OTU2544,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337123.1.1475,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1216,OTU1216,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337221.1.1465,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1361,OTU1361,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337234.1.1475,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1741,OTU1741,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337267.1.1475,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1376,OTU1376,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337281.1.1459,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1698,OTU1698,Bacteria,Chloroflexi,SAR202 clade,,,,HQ671908.1.1429,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
740,OTU740,Bacteria,Chloroflexi,SAR202 clade,,,,HQ672793.1.1475,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
416,OTU416,Bacteria,Chloroflexi,SAR202 clade,,,,HQ672805.1.1482,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
702,OTU702,Bacteria,Chloroflexi,SAR202 clade,,,,HQ674232.1.1463,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
2008,OTU2008,Bacteria,Chloroflexi,SAR202 clade,,,,HQ674260.1.1476,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1618,OTU1618,Bacteria,Chloroflexi,SAR202 clade,,,,HQ674551.1.1463,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1295,OTU1295,Bacteria,Chloroflexi,SAR202 clade,,,,JN166305.1.1465,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
1910,OTU1910,Bacteria,Chloroflexi,SAR202 clade,,,,JN166337.1.1461,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;,c_SAR202 clade,SAR202 clade,SAR202 clade,
